Subfolder,Filename,DealNumber,Kind,NorthHand,EastHand,SouthHand,WestHand,Dealer,Student,Auction,Contract,Declarer,Lead,Analysis
Signals,deal03.html,3,NEXT,S:AT72 H:KJ83 D:Q86 C:J4,S:K863 H:QT D:T9542 C:82,S:QJ9 H:A9752 D:AK C:T97,S:54 H:64 D:J73 C:AKQ653,South,East,1H | 2C 3C pass 4H | pass pass pass,4H,South,CA,"[show NE]\n[showcards W:CA]\nYou are East. The bidding has been as shown. Partner led the !CA, dummy played the !C4 and it is your play.\nWhen you have made your choice click NEXT. [choose-card C8] [NEXT]\n[show NESW]\nPlay the !C8 to encourage a continuation. West will play the !CQ on which you will play the !C2.\nWest now knows you started with a doubleton, and more importantly, he also knows you want him to play a third !C.\nWhen he next plays the !CK dummy will ruff, but whatever card he ruffs with you will have established a trump trick. When you later win your !SK that will be down 1."
Signals,deal04.html,4,NEXT,S:J84 H:762 D:84 C:KJ965,S:QT962 H:T9 D:Q73 C:A74,S:AK5 H:AKQ5 D:AT6 C:QT3,S:73 H:J843 D:KJ952 C:82,South,West,2C | pass 2D pass 2NT | pass 3NT pass pass | pass pass pass,3NT,South,D5,"[show NW]\n[showcards E:DQ,D7,D3 S:D6,DT,DA,CQ]\nYou are West. The bidding has been as shown. You led the !D5, East wins the !DQ and returns the !D7. South holds up his !DA until the third round. He then plays the !CQ and it is your play. \nWhen you have made your choice click NEXT. [choose-card C8] [NEXT]\n[show NESW]\nPlay the !C8.\nYou assume (hope) that East holds the !CA. If he does then he will need help from you to decide which trick he should win. You play the !C8 first, and the !C2 next to show an even number.\nIf East is paying attention he will know to win the THIRD !C. This will kill dummy's !C suit, and with it South's chance of making 9 tricks."
Signals,deal05.html,5,NEXT,S:A H:KT82 D:AQ73 C:J862,S:QT84 H:QJ9 D:K952 C:93,S:K93 H:A7654 D:J8 C:Q74,S:J7652 H:3 D:T64 C:AKT5,North,East,1D pass 1H | pass 2H pass 4H | pass pass pass,4H,South,CA,"[show NE]\n[showcards W:CA]\nYou are East. The bidding has been as shown. Partner led the !CA, dummy played the !C2 and it is your play.\nWhen you have made your choice click NEXT. [choose-card C3] [NEXT]\n[show NESW]\nPlay the !C3.\nIf you signal with the !C9 West will continue with the !CK and another which you will have to ruff. You will give up your NATURAL trump trick by doing so. Worse, you will allow North's !CJ to be established as a winner that South can later discard a !D on. \nMuch better to play low. Partner will surely switch to a !D, and South will probably finesse, though it doesn't matter whether he does or not. You will win the !DK, return the !C9 back to West's !CK, and still have your trump trick for later."
Signals,deal06.html,6,NEXT,S:J642 H:J63 D:AJ6 C:T73,S:93 H:54 D:QT83 C:J9652,S:85 H:AKQ872 D:K54 C:AQ,S:AKQT7 H:T9 D:972 C:K84,South,West,1H | 1S 2H pass 4H | pass pass pass,4H,South,SA,"[show NW]\n[showcards E:S9,S3 S:S5,S8]\nYou are West. The bidding has been as shown. You led the !SA, East plays the !S9, South the !S5. You assume East has signaled you to continue !Ss, so you play the !SQ. On this trick East plays the !S3 and South the !S8. How will you continue? \nWhen you have made your choice click NEXT. [choose-card S7] [NEXT]\n[show NESW]\nYou know that both East and South are now void of !Ss. You might just switch suits, but you have a better choice.\nIf you play your !SQ, East won't bother ruffing, South <b>WILL</b> ruff and dummy's !SJ will be established as a winner.\nThe best procedure is to lead a low !S. East will ruff and South will over-ruff but by playing this way you stop the establishment of North's !SJ. As you can see, South would have been able to discard a loser on that !SJ if you hadn't played this way."
Signals,deal07.html,7,NEXT,S:J8 H:962 D:KQT94 C:975,S:AT52 H:853 D:A73 C:J62,S:Q74 H:AK4 D:J6 C:AKQT4,S:K963 H:QJT7 D:852 C:83,South,East,2NT | pass 3NT pass pass | pass pass pass,3NT,South,HQ,"[show NE]\n[showcards S:HA,DJ W:HQ,D2]\nYou are East. The bidding has been as shown. Partner led the !HQ, you played low and South won the !HA.\nSouth now plays the !DJ on which West plays the !D2. What do you play now, and what is your plan.\nWhen you have made your choice click NEXT. [choose-card D3] [NEXT]\n[show NESW]\nPlay the !D3 and when South plays another !D win with your !DA.\nNorth hoped his !D suit would provide enough tricks to make the game. You can see that there is no entry to the North hand EXCEPT in !Ds, so you want to win your !DA on the trick that South plays his last !D. How can you tell which trick that is?\nOnly by watching what West plays. On the !DJ West played the !D2, a low card signaling that he held an ODD number of !Ds. ODD must be either one or three so when he followed to the next !D you know he started with three. A little bit of counting tells you that South started with the doubleton Jack, so you want to win the second !D trick.\nThis defense holds South to one !D tricks, if you had let him win the second one he would have had 9 tricks. "
Signals,deal08.html,8,NEXT,S:KQ93 H:873 D:Q6 C:9764,S:872 H:J952 D:A843 C:83,S:JT4 H:AK D:JT95 C:AKQJ,S:A65 H:QT64 D:K72 C:T52,South,West,1C | pass 1S pass 2NT | pass 3NT pass pass | pass pass pass,3NT,South,H4,"[show NW]\n[showcards E:S2,HJ S:SJ,ST,HA]\nYou are West. The bidding has been as shown. You led the !H4, East plays the !HJ, won by South with !HA.\nSouth plays the !SJ, you follow with !S5, dummy !S3 and East plays the !S2. South continues with the !ST and it is your play.\nWhen you have made your choice click NEXT. [choose-card S6] [NEXT]\n[show NESW]\nPlay the !S6.\nEast's !S2 tells you he had an ODD number of !Ss, obviously 3. Since South also must have 3, you must take your !SA on the third round, depriving dummy of the extra !S trick.\nSouth may now turn to the !D suit, but your side can win the first !D and drive out South's !HK. You will win 2 !Hs, 2 !Ds and the !SA, down 1"
Signals,deal09.html,9,NEXT,S:KJ6 H:JT63 D:AQ6 C:QT5,S:9732 H: D:T9843 C:AKJ9,S:AQT5 H:KQ94 D:KJ C:873,S:84 H:A8752 D:752 C:642,South,East,1NT | pass 3NT pass pass | pass pass pass,3NT,South,H5,"[show NE]\n[showcards W:H5]\nYou are East. The bidding has been as shown. Partner led the !H5, dummy played the !H10 and it is your play.\nWhen you have made your choice click NEXT. [choose-card any:D3,S2] [NEXT]\n[show NESW]\nPlay the !D3 (or the !S2).\nYou really want West to lead a !C if he gets into the lead. If you discard the !C9 West will surely get the message and will lead a !C. BUT - you will only win 3 !C tricks. The !C9 would have been the fourth winner.\nSo instead, play a low card in one of the other suits, say the !D3.\nSouth is one trick short and he sees he can easily get that trick in !Hs. So he plays a second !H from dummy and you now discard the !S2. West takes the !HA and he can see that you don't want him to lead a !S or a !D. He deduces that you might like a !C so he plays his !C2 and you win 4 tricks."
Signals,deal10.html,10,NEXT,S:KJ7 H:QJ2 D:QT3 C:KT75,S:8 H:AT9763 D:975 C:A62,S:AQT942 H:K85 D:AK C:Q8,S:653 H:4 D:J8642 C:J943,East,West,2H 2S | pass 3S pass 4S | pass pass pass,4S,South,H4,"[show NW]\n[showcards E:HA,H3 S:H8,H5]\nYou are West. The bidding has been as shown. You led the !H4, East takes the !HA and returns the !H3. You ruff and then play what??? \nWhen you have made your choice click NEXT. [choose-card any:C4,C3] [NEXT]\n[show NESW]\nPlay a low !C.\nPartner played the !H3, a low card, for you to ruff. That means his re-entry, if he has one, is in the lower-ranking suit.\nPartner takes the !CA and gives you a second !H ruff."
Signals,deal11.html,11,NEXT,S:KQ752 H:Q4 D:963 C:K96,S:T94 H:953 D:Q72 C:AQJ4,S:A H:AKJ872 D:JT5 C:T53,S:J863 H:T6 D:AK84 C:872,South,East,1H | pass 1S pass 2H | pass pass pass,2H,South,DA,"[show NE]\nYou are East. The bidding has been as shown. Partner led the !DA, dummy played the !D3 and it is your play.\nWhen you have made your choice click NEXT. [choose-card D2] [NEXT]\n[show NESW]\nPlay the !D2.\nYou know partner also has the !DK, and normally you would give an encouraging signal when you hold the Queen. But with this hand you want partner to switch to !Cs as soon as possible. So you play a low !D.\nWest looks at your signal, then looks at dummy, then looks at your signal. He knows you want a switch and it looks like a switch to !Cs might work the best. South plays a low !C from dummy, you win the !CJ. Next you play a low !D, taken by West with his !DK. West leads a !C. Dummy plays the !CK, you win that, cash another !C, then cash your !DQ. That first signal led to your side winning the first 6 tricks. Wow."
Signals,deal12.html,12,NEXT,S:AT3 H:T6 D:972 C:KQJ32,S:8 H:QJ843 D:QJT4 C:876,S:KQJ752 H:95 D:K5 C:AT4,S:964 H:AK72 D:A863 C:95,South,West,1S | pass 3S pass 4S | pass pass pass,4S,South,HA,"[show NW]\n[showcards E:HQ S:H5]\nYou are West. The bidding has been as shown. You led the !HA, East puts on the !HQ. It's your play. \nWhen you have made your choice click NEXT. [choose-card H2] [NEXT]\n[show NESW]\nPlay the !H2.\nEast's !HQ is either a singleton, (practically impossible), or a signal showing that he also holds the !HJ. In either case you can reach the East hand on the second trick by playing a low !H. Since you don't particularly want to start playing !Ds from your side, you go ahead and play a small !H, won by East with the !HJ.\nEast next plays the !DQ and however South tries it your side will take the next two !D tricks and set the contract."
Signals,deal13.html,13,NEXT,S:J5 H:AQ9875 D:52 C:QT4,S:T9632 H:K2 D:QJ8 C:876,S:AQ H:JT4 D:T743 C:AKJ2,S:K874 H:63 D:AK96 C:953,South,East,1NT | pass 2D pass 2H | pass 4H pass pass | pass pass pass,4H,South,DA,"[show NE]\n[showcards W:DA]\nYou are East. The bidding has been as shown. West led the !DA, dummy played the !D2 and it is your play.\nWhen you have made your choice click NEXT. [choose-card DQ] [NEXT]\n[show NESW]\nPlay the !DQ.\nAs soon as dummy appears you can see 3 tricks for your side. Partner surely has the !DK to go with his Ace and you have a certain trump trick. However, that's all you can see.\nYour best hope is that West may be able to win a !S trick, and it may be important for the first !S lead to come from your side of the table.\nYour !DQ play informs partner that you also have the !DJ, giving him the option of underleading his !DK to get to your hand.\nWest next plays a small !D which you win with your !DJ. You return the !ST. This establishes West's !SK before South can pull trumps and discard one of dummy's !Ss on his fourth !C."
Signals,deal14.html,14,NEXT,S:7 H:532 D:73 C:AKJ9642,S:T84 H:J74 D:KQ86 C:Q73,S:AKQ3 H:K98 D:AJT C:T85,S:J9652 H:AQT6 D:9542 C:,South,West,1NT | pass 3NT pass pass | pass pass pass,3NT,South,S5,"[show NW]\n[showcards S:SK]\nYou are West. The bidding has been as shown. You led the !S5, East plays the !ST and South wins the !SK. To the second trick South plays the !CT and you must discard something. \nWhen you have made your choice click NEXT. [choose-card SJ] [NEXT]\n[show NESW]\nPlay the !SJ.\nYou know that East has no high !S honor or he would have played it to the first trick. So South has the !S A Q left, plus all those !C tricks. You need to have West switch to a !H if possible.\nEast must be expecting to lead a !S back when he wins the !CQ which you hope he holds. Your !SJ discard may make him rethink. If your !Ss were any good why would you be discarding a winner when all you had to do was toss a small red card?\nHopefully East will come to the conclusion that this is Suit Preference for a !H return and will play his !HJ. Hopefully."
Signals,deal15.html,15,NEXT,S:962 H:KT63 D:Q94 C:QJ4,S:T4 H:9 D:J872 C:A98653,S:J85 H:AQJ8752 D:AK C:K,S:AKQ73 H:4 D:T653 C:T72,South,East,1H | 1S 2H pass 4H | pass pass pass,4H,South,SA,"[show NE]\n[showcards S:S8,S5 W:SA,SQ,SK]\nYou are East. The bidding has been as shown. Partner led the !SA, dummy played the !S2 and you signal with your !ST. West next plays the !SQ and you drop the !S4, completing your doubleton signal. West then plays the !SK and it turns out you don't have to ruff after all. So what are you going to play?\nWhen you have made your choice click NEXT. [choose-card C9] [NEXT]\n[show NESW]\nPlay the !C9.\nThis should be a clear enough signal for West to play a !C to your !CA next.\nAn alternate play, just as good, would be for you to ruff the good !SQ and play the !CA yourself.\nIf you don't get your !C trick at trick 4 you will never get it. South will discard his !CK on North's extra !D winner."
Signals,deal16.html,16,NEXT,S:QJ9863 H:Q72 D:Q84 C:J,S:2 H:AKJ D:JT632 C:A972,S:AK754 H:T85 D:AK C:854,S:T H:9643 D:975 C:KQT63,South,East,1S | pass 4S pass pass | pass pass pass,4S,South,CK,"[show NE]\n[showcards W:CK]\nYou are East. The bidding has been as shown. Partner led the !CK, dummy's singleton was played and it is your play.\nWhen you have made your choice click NEXT. [choose-card C9] [NEXT]\n[show NESW]\nPlay the !C9.\nWest will look at your !C9 and perhaps think for an instant that you want him to play another !C.\nBut it will be a short instant because a look at dummy makes in absolutely clear to everybody that playing another !C could not help your side. Dummy has so many trumps that repeated !C leads would do nothing.\nOK. If it's not an encouraging Attitude signal, what is it? Suit preference of course. Since it is a high spot card you are asking West to switch to the higher suit (choosing between !Ds and !Hs).\nWest dutifully plays a !H and you take the next three tricks. Had he switched to a !D instead, South would have been able to discard one of his !H losers on North's !DQ."
Signals,deal17.html,17,NEXT,S:AT6 H:AKQ4 D:QT3 C:QJ2,S:83 H:JT62 D:KJ9542 C:3,S:KQJ9742 H:85 D:6 C:T75,S:5 H:973 D:A87 C:AK9864,South,East,3S | pass 4S pass pass | pass pass pass,4S,South,CA,"[show NE]\n[showcards S:C5 W:DA,CA]\nYou are East. The bidding has been as shown. Partner led the !CA. Seeing your !C3 he next played the !DA. What will you play on this trick?\nWhen you have made your choice click NEXT. [choose-card D2] [NEXT]\n[show NESW]\nPlay the !D2.\nNormally with this holding you would play the !D9 to encourage West to play a second !D through dummy's !D Q 10.\nBut this time you really want him to take his !CK. So play the discouraging !D2 and hope he gets the message to go back to !Cs. If he does play the !CK next it will win and he can then give you a !C ruff."
Signals,deal18.html,18,NEXT,S:642 H:964 D:KQ83 C:K73,S:JT73 H:J72 D:T75 C:A95,S:AKQ H:AT D:AJ4 C:QT862,S:985 H:KQ853 D:962 C:J4,South,East,2NT | pass 3NT pass pass | pass pass pass,3NT,South,H5,"[show NE]\n[showcards S:HA,DA,DJ,CQ W:H5,D2,D6,C4]\nYou are East. The bidding has been as shown. Partner led the !H5, you put on the !HJ, South won with the !HA. The second trick was !DA, !D2, !D3, !D5. The third trick was !DJ, !D6, !D8, !D7. South then put the !CQ on the table.\nWhen you have made your choice click NEXT. [choose-card CA] [NEXT]\n[show NESW]\nPlay the !CA.\nDoes it look to you like South is trying to create an entry to dummy so he can cash the 2 !D winners? That's what he wants it to look like, hoping someone holds up their !CA.\nBut don't believe Declarer, believe your partner. On the first !D West played the !D2. On the second !D he played the !D6. He has an odd number of !Ds, obviously 3. And South must also have a third one, so he is up to some trickery with that !CQ.\nSo grab your !CA and return partner's !H suit. "
Signals,deal19.html,19,NEXT,S:K9864 H:A6 D:QJ3 C:AK9,S:T3 H:KQ85 D:9754 C:Q84,S:AQJ2 H:JT3 D:AKT C:JT3,S:75 H:9742 D:862 C:7652,South,East,1NT | pass 2H pass 2S | pass 5NT pass 6S | pass pass pass,6S,South,S5,"[show NESW]\nYou are East. The bidding has been as shown. The 2!H bid was a transfer. The 5NT bid meant to choose either 6!S or 6NT. South liked the suit. Partner led the !S5, won by South's !SQ. South pulls one more trump with his !SA, then wins three high !Ds. Next comes dummy's !HA on which he plays the !H3 and West plays the !H9. Then he leads dummy's !H6 which you win with the !HQ. On this trick South drops the !HJ and West the !H2. It is your play.\nWhen you have made your choice click NEXT. [choose-card HK] [NEXT]\nPlay the !HK.\nIf you believe South is now out of !Hs then you shoud not play your !HK because it would give him a ruff-sluff.\nBut you shouldn't believe South when your partner has sent you a clear signal that he holds an EVEN number of !Hs. In this case an even number must be 4 which means that South has one more !H. So you play your !HK. He ruffs in dummy of course, but then has no way to get rid of that !C loser when the finesse fails.\nIf you had not been paying attention to West's signal you might have decided to risk a !C lead - with a disastrous result."
Signals,deal20.html,20,NEXT,S:64 H:AJ8 D:AQJ6 C:8754,S:98752 H:T5 D:9743 C:Q2,S:KJ3 H:KQ7643 D:KT C:J9,S:AQT H:92 D:852 C:AKT63,West,West,1C pass pass 1H | pass 2C pass 4H | pass pass pass,4H,South,CA,"[show NW]\n[showcards E:C2 S:C9]\nYou are West. The bidding has been as shown. You led the !CA, East played the !C2 and South the !C9. What should you play to the second trick?\nWhen you have made your choice click NEXT. [choose-card C6] [NEXT]\n[show NESW]\nPlay the !C6.\nOn first thought East's !C2 seems to be a discouraging signal. Think again.\nAfter the first trick you know the location of every !C except the !CQ and !CJ. If East started with !C J 2 he would have signaled with the !CJ. If East started with !C Q J 2 he would have signaled with the !CQ. Since he did neither he started either with singleton !C 2 or with !C Q 2. In either case you should play a low !C now which he will either win with his !CQ or he will ruff.\nIt turns out that he wins with the !CQ, then leads a !S back to your !S A Q."
Squeeze,deal01.html,1,NEXT,S:AQ32 H:543 D:432 C:432,S:JT98 H:JT98 D:T9 C:T65,S:K54 H:AKQ2 D:AKQJ C:AK,S:76 H:76 D:8765 C:QJ987,South,South,2C | pass 2D pass 3D | pass 3S pass 4NT | pass 5D pass 7NT | pass pass pass,7NT,South,CQ,"[show NS]\nNever mind the bidding. South is to play 7NT. West leads the !CQ.\nMake a Plan, then click NEXT. [NEXT]\n[show NESW]\nYou have 12 top tricks. There are no finesses available, but a 3-3 split in either Major suit will provide the 13th trick. As you can see, this is not going to happen.\nBut there is another possibility; if the same defender holds 4 !Hs and 4 !Ss you will be able to squeeze him in those two suits.\nYou win the !CK and play !H A K Q to test the !H suit, but West discards a !C on the !HQ. (You tested !Hs first because of dummy's limited entries to the !S suit.) [NEXT]\n[PLAY N:H5,N:H4,N:H3,N:C2,E:HT,E:H9,E:H8,E:C5,S:HA,S:HK,S:HQ,S:CK,W:H7,W:H6,W:CQ,W:C7]\nYour !H2 is not a winner but is a <b>THREAT</b> to become one. East holds the !HJ which is a <b>GUARD</b> against that happening.\nNext play your 4 !D winners, discarding a !C from dummy. East follows twice, then starts to feel the pressure. He cannot discard the !HJ because it is guarding your !H2, and since he can see those 4 !Ss in dummy he doesn't want to discard a !S. He discards both his !Cs, trusting West to guard that suit. [NEXT]\n[PLAY N:D4,N:D3,N:D2,N:C3,E:DT,E:D9,E:CT,E:C6,S:DA,S:DK,S:DQ,S:DJ,W:D8,W:D7,W:D6,W:D5]\nNow you play the !CA. At this point you are still hoping the !Ss will split 3-3. They aren't going to, as you see, but something wonderful happens instead. East cannot discard his !HJ because to do so would establish your !H2. So he must throw a !S instead. You realize your !H2 is not a winner so you just play !SK, !SA and !SQ, and amazingly dummy's !S3 has become your thirteenth trick.\nOf course if East had discarded his !HJ you would have cashed your !H2 and then taken three !S winners.\nYou just executed a Squeeze Play and you didn't even have to try. [NEXT]\n[PLAY E:SJ,E:ST,E:S9,E:S8,E:HJ,W:S7,W:S6,W:CJ,W:C9,W:C8]\nThis type of squeeze is called an <i><b>automatic squeeze</b></i> because it operates equally well against either defender. Suppose the EW hands were switched. Of course the opening lead would have been different, but when you were ready to play your ninth winner the hands would have looked like this.\nThis time it is West who holds the only Guards in both !Ss and !Hs.\nYou play the !CA and he must give up one of those Guards."
Squeeze,deal02.html,2,NEXT,S:975 H:Q863 D:Q742 C:64,S:QJT3 H:J9754 D:86 C:52,S:AK4 H: D:AK5 C:AKQJ987,S:862 H:AKT2 D:JT93 C:T3,South,South,2C | pass 2D pass 3C | pass 3H pass 4NT | pass 5C pass 7C | pass pass pass,7C,South,HK,"[show NS]\nSouth is to play 7!C. West leads the !HK.\nMake a Plan, then click NEXT. [NEXT]\n[show NESW]\nSouth is to play 7!C. West leads the !HK.\nYou have 11 sure winners in your hand and dummy's !DQ makes 12. Your main hope is for a 3-3 !D split in which case dummy's fourth !D will be a winner.\nBut there is another possibility in case the !Ds don't split. Dummy's !HQ is a THREAT card which is GUARDED only by West's !HA. If it is West who has the 4 !Ds you will be able to squeeze him.\nYou ruff the !HK and play 5 more !C winners, being careful not to discard a !D or the !HQ from dummy.  [NEXT]\n[PLAY N:S7,N:S5,N:H6,N:H3,N:C6,N:C4,E:S3,E:H7,E:H5,E:H4,E:C5,E:C2,S:CK,S:CQ,S:CJ,S:C9,S:C8,S:C7,W:S6,W:S2,W:HK,W:H2,W:CT,W:C3]\nWith everybody down to 7 cards this is the position. East's hand is important only in that he must hold on to his !S stopper. West must keep the !HA and all four !Ds.\nPlay the !S A K and West begins to feel the heat. [NEXT]\n[PLAY N:S9,N:H8,E:SJ,E:ST,S:SA,S:SK,W:S8,W:HT]\nOn the !SK you discarded dummy's small !H and West also discarded a !H. \nBut now you play the SQUEEZE card, the !CA. West absolutely cannot throw away his !HA, so he discards a !D instead.\nSince he still has the !HA you know dummy's !HQ is useless so you discard it. Dummy's fourth !D has become a winner. [NEXT]\n[PLAY E:SQ,E:HJ,E:H9,E:D8,E:D6,W:HA,W:DJ,W:DT,W:D9,W:D3]\nThis type of squeeze is called a <i><b>positional squeeze</b></i> because it only operates against one of the defenders. Suppose the EW hands were switched as shown below. When you were ready to play the Squeeze Card the hands would have looked like this.\nEast holds the only Guards in both red suits, but he cannot be squeezed.\nYou must play from dummy <b>BEFORE</b> East plays, so he just matches whatever you do.\nIf you discard the !HQ East will throw his !HA. If you discard dummy's fourth !D, East will throw his fourth !D."
Squeeze,deal03.html,3,NEXT,S:AK73 H:Q93 D:A65 C:A86,S:JT62 H:84 D:J984 C:973,S:Q84 H:AKJ6 D:KQ72 C:T5,S:95 H:T752 D:T3 C:KQJ42,South,South,1NT | pass 6NT pass pass | pass pass pass,6NT,South,CK,"[show NS]\nSouth is to play 6NT. West leads the !CK.\nMake a Plan, then click NEXT. [NEXT]\n[show NESW]\nYou have 11 winners, 3 !Ss, 4 !Hs, 3 !Ds and 1 !C. If either !Ss or !Ds split 3-3 that would give you your 12th trick. If both split 3-3 you can make all thirteen tricks. \nAs you see, neither of them splits. However since one defender, East in this case, holds both Guards you should be able to squeeze him. \nVisualize what would happen, though, if you win the first trick and then play your 4 !H winners. East would play his 3 !Cs and 2 !Hs on those 5 tricks and he would not be squeezed. The problem is that you have to <b>RECTIFY THE COUNT</b>. [NEXT]\nTo rectify the count you have to lose all the tricks you can afford to lose, which in this hand is exactly one trick. So you duck the !CK and win the next trick when West continues with the !CQ. [NEXT]\n[PLAY N:CA,N:C6,E:C7,E:C3,S:CT,S:C5,W:CK,W:CQ]\nAHA! The count is rectified, so now you play your !H winners.\nEast has no problems on the first 3, he just plays his 2 !Hs and 1 !C. [NEXT]\n[PLAY N:HQ,N:H9,N:H3,E:H8,E:H4,E:C9,S:HK,S:HJ,S:H6,W:H7,W:H5,W:H2]\nHere is the situation just as you are about to play the Squeeze Card, the !HA.\nYou will toss dummy's !C8 and East will have to decide whether it is better for him to throw a !S or a !D. He doesn't know that discarding either one is going to hand you the contract, so he will probably discard a !D.  "
Squeeze,deal04.html,4,NEXT,S:742 H:AK3 D:AQ74 C:KJ3,S:9865 H:T D:9852 C:8642,S:AJ3 H:764 D:KJ6 C:AQT7,S:KQT H:QJ9852 D:T3 C:95,South,South,1NT | 2H 6NT pass pass | pass pass pass,6NT,South,SK,"[show NS]\nSouth is to play 6NT. West leads the !SK.\nMake a Plan, then click NEXT. [NEXT]\n[show NESW]\nYou have 11 winners; 1 !S, 2 !Hs, 4 !Ds and 4 !Cs. If you can make a trick with the !SJ all will be well. But if not, as long as West holds the !SQ, which is almost a certainty, you will be able to squeeze him in !Ss and !Hs. \nThe first thing you should do is to duck the !SK. If West foolishly plays another !S your troubles are over. But he doesn't, he plays the !HQ instead which you win with dummy's !HK.  [NEXT]\n[PLAY N:S2,N:HK,E:S5,E:HT,S:S3,S:H4,W:SK,W:HQ]\nEven though West didn't play a second !S your first round duck served a very important purpose - it rectified the count for your squeeze.\nNext play off your 4 !D winners, discarding a small !H from your hand. [NEXT]\n[PLAY N:DA,N:DQ,N:D7,N:D4,E:D9,E:D8,E:D5,E:D2,S:H6,S:DK,S:DJ,S:D6,W:H5,W:H2,W:DT,W:D3]\nYou are now zeroing in on West.\nPlay the !CK, !CJ, then over to your !CQ. [NEXT]\n[showcards N:S7,S4,HA,H3 E:S9,S8,S6,C8 S:SA,SJ,H7,CA W:SQ,ST,HJ,H9]\n[PLAY N:CK,N:CJ,N:C3,E:C6,E:C4,E:C2,S:CQ,S:CT,S:C7,W:H8,W:C9,W:C5]\nHere is the layout after the 3 !C plays. Everybody followed suit except West who discarded a !H (unhappily, it seemed). \nWhen you now play your !CA, discarding a !S from dummy, West is squeezed.\nIf he discards the !ST, then his !SQ will fall underneath your !SA, establishing your !SJ.\nBut if he instead throws the !H9, both of dummy's !Hs will become winners."
Squeeze,deal05.html,5,NEXT,S:AKQ6 H:742 D:KQJ7 C:K5,S:J943 H:5 D:8652 C:JT94,S:752 H:AT8 D:A93 C:AQ82,S:T8 H:KQJ963 D:T4 C:763,South,South,1C | 2H X pass 2NT | pass 6NT all pass pass pass,6NT,South,HK,"[show NS]\nSouth is to play 6NT. West leads the !HK.\nMake a Plan, then click NEXT. [NEXT]\n[show NESW]\nAs usual, you have 11 winners; 3 !Ss, 1 !H, 4 !Ds and 3 !Cs. If !Ss split 3-3 dummy's !S6  will become trick #12. If !Ss don't split though, you will have the chance of a squeeze if the defender with long !Ss also has 4 or more !Cs.\nFor a squeeze to operate you will need to lose one trick and the time to do that is right now. Let West hold the !HK and win his !H continuation with your !HA. [NEXT]\n[PLAY N:H4,N:H2,E:H5,E:D2,S:HA,S:H8,W:HK,W:HQ]\nEast discarded a !D on the second !H.\nYou might as well find out about the !Ss right now. Play the !S A K Q. \nToo bad, West discards a !H on the third round of !Ss.  [NEXT]\n[PLAY N:SA,N:SK,N:SQ,E:S9,E:S4,E:S3,S:S7,S:S5,S:S2,W:ST,W:S8,W:H3]\nEast now holds the the only guard in !Ss.\nPlay the !DA, then !D K Q. \nEast will follow to all three !Ds.  [NEXT]\n[PLAY N:DK,N:DQ,N:D7,E:D8,E:D6,E:D5,S:DA,S:D9,S:D3,W:H6,W:DT,W:D4]\nNow for the squeeze. Play dummy's !DJ and discard your !H10.\nIf East discards the !SJ you will cash dummy's !S6, then win the last 3 !C tricks. \nSo East will no doubt throw a !C instead. In which case you win the last 4 !C tricks.\nSqueezes are so very satisfying."
Squeeze,deal06.html,6,NEXT,S:Q52 H:A82 D:Q864 C:KQ2,S:J9864 H:953 D:T C:J863,S:A H:J74 D:AKJ975 C:A74,S:KT73 H:KQT6 D:32 C:T95,South,South,1D | pass 2NT pass 4D | pass 5D pass 6D | pass pass pass,6D,South,HK,"[show NS]\nSouth is to play 6!D. West leads the !HK.\nMake a Plan, then click NEXT. [NEXT]\n[show NESW]\nYou have 11 winners; 1 !S, 1 !H, 6 !Ds and 3 !Cs.\nAt first things look hopeless, but remember this is a lesson on squeeze plays. From the opening lead you know that West must hold the !HQ. If he also holds the !SK you will be able to squeeze him in !Hs and !Ss.\nYou let the !HK win, (hoping he will play another !H), but he plays a small trump instead which you win in your hand. [NEXT]\n[PLAY N:H2,N:D4,E:H3,E:DT,S:H4,S:DA,W:HK,W:D2]\nPull one more round of trumps, then unblock the !SA.\nThen take your 3 !C winners, ending in your hand. [NEXT]\n[PLAY N:S2,N:D6,N:CK,N:CQ,N:C2,E:S6,E:S4,E:C8,E:C6,E:C3,S:SA,S:DK,S:CA,S:C7,S:C4,W:S3,W:D3,W:CT,W:C9,W:C5]\nNow play !DQ, !DJ, !D9. Discard the !S5 from dummy on the third !D.  [NEXT]\n[showcards N:SQ,HA,H8 E:SJ,S9,H9 S:HJ,H7,D7 W:SK,HQ,HT]\n[PLAY N:S5,N:DQ,N:D8,E:S8,E:H5,E:CJ,S:DJ,S:D9,S:D5,W:ST,W:S7,W:H6]\nWest could afford to throw 2 !Ss and a !H on your !D plays.\nBut when you play the !D7 he is squeezed.\nHe cannot dump his !SK because you would throw the !H8 and dummy would be high.\nSo he will discard the !H10 instead. At this point you know that the !SQ is worthless so you discard it. You win the final two tricks with the !HA and !HJ."
